CHEM_ID,CHEMICAL_NAME,SUPER_PATHWAY,SUB_PATHWAY,Est,SE,P,adjP_Bonf
250,biliverdin,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,-0.017019577,0.030956706,0.582465873,1
252,succinate,Energy,TCA Cycle,-0.003803887,0.028940538,0.895428827,1
254,3-hydroxybutyrate (BHBA),Lipid,Ketone Bodies,-0.052695233,0.029738527,0.076402574,1
266,cholesterol,Lipid,Sterol,-0.099025208,0.028734386,0.000568473,0.609971788
267,choline phosphate,Lipid,Phospholipid Metabolism,-0.034084728,0.029062345,0.24087037,1
273,cortisone,Lipid,Corticosteroids,-0.036778417,0.029736253,0.216153616,1
275,creatinine,Amino Acid,Creatine Metabolism,0.043265966,0.035968344,0.229018841,1
278,cysteinylglycine,Amino Acid,Glutathione Metabolism,0.031775082,0.029735027,0.285246437,1
279,cystine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",0.12445992,0.02953019,2.50E-05,0.026840756
297,sphingosine,Lipid,Sphingosines,0.119989361,0.029023881,3.56E-05,0.038226231
302,deoxycholate,Lipid,Secondary Bile Acid Metabolism,-0.028795775,0.028535036,0.31290868,1
310,cystathionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",0.044398679,0.029453459,0.131703506,1
313,sphinganine,Lipid,Sphingolipid Synthesis,0.104333859,0.029028194,0.000325359,0.349109806
330,fumarate,Energy,TCA Cycle,0.009527374,0.028974473,0.74229207,1
331,gamma-glutamylglutamate,Peptide,Gamma-glutamyl Amino Acid,0.121217667,0.032814851,0.000220764,0.23688002
338,gluconate,Xenobiotics,Food Component/Plant,0.045496265,0.031130959,0.143892646,1
339,glutarate (C5-DC),Lipid,"Fatty Acid, Dicarboxylate",0.023048112,0.028656296,0.421226695,1
340,glycine,Amino Acid,"Glycine, Serine and Threonine Metabolism",-0.07442673,0.029082183,0.010491744,1
342,glycocholate,Lipid,Primary Bile Acid Metabolism,-0.012764991,0.028599948,0.655359485,1
344,guanidinoacetate,Amino Acid,Creatine Metabolism,-0.077207117,0.032730309,0.018329812,1
355,histidine,Amino Acid,Histidine Metabolism,-0.077426515,0.028574312,0.00673533,1
356,cortisol,Lipid,Corticosteroids,-0.039568345,0.029429264,0.178779078,1
358,hypotaurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",-0.022310248,0.030356595,0.462376592,1
361,inosine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",-0.013712369,0.029138212,0.637928223,1
363,myo-inositol,Lipid,Inositol Metabolism,0.019837913,0.029366757,0.499343697,1
376,isoleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.151900336,0.033726402,6.67E-06,0.007158807
381,2-aminoadipate,Amino Acid,Lysine Metabolism,0.044379197,0.029337686,0.130355193,1
391,citrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,0.009546845,0.030366715,0.753228518,1
397,leucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.14709778,0.033460317,1.10E-05,0.011821186
407,lysine,Amino Acid,Lysine Metabolism,0.051362298,0.030150098,0.088464578,1
409,malate,Energy,TCA Cycle,0.031399767,0.028856128,0.276529323,1
415,methionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",0.023311731,0.033252266,0.483267499,1
424,palmitate (16:0),Lipid,Long Chain Saturated Fatty Acid,-0.002256644,0.030072052,0.940181907,1
432,nicotinamide,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,0.027670104,0.030735457,0.367978425,1
439,stearate (18:0),Lipid,Long Chain Saturated Fatty Acid,0.025749021,0.02934152,0.380181122,1
444,ornithine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,0.052584116,0.031622233,0.096335598,1
445,orotate,Nucleotide,"Pyrimidine Metabolism, Orotate containing",-0.016668735,0.028543192,0.559231837,1
452,palmitoleate (16:1n7),Lipid,Long Chain Monounsaturated Fatty Acid,-0.065461741,0.032349379,0.043012797,1
460,phenylalanine,Amino Acid,Phenylalanine Metabolism,0.07382839,0.029712796,0.012964833,1
461,phosphate,Energy,Oxidative Phosphorylation,0.070690677,0.033016327,0.032267393,1
466,phytanate,Xenobiotics,Food Component/Plant,-0.099643055,0.028918688,0.000569733,0.611323704
480,proline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,0.139963633,0.031160168,7.06E-06,0.007579767
482,lactate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",0.035895037,0.029375972,0.221738533,1
491,pyridoxal,Cofactors and Vitamins,Vitamin B6 Metabolism,0.005251362,0.031422684,0.867275565,1
498,retinol (vitamin A),Cofactors and Vitamins,Vitamin A Metabolism,0.061272551,0.032039758,0.055826035,1
501,salicylate,Xenobiotics,Drug - Topical Agents,0.078634501,0.028344742,0.005533453,1
503,serine,Amino Acid,"Glycine, Serine and Threonine Metabolism",-0.040949237,0.029793706,0.169309536,1
504,serotonin,Amino Acid,Tryptophan Metabolism,0.014218242,0.029032926,0.62432626,1
512,taurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",-0.038085942,0.029553031,0.19749122,1
519,myristate (14:0),Lipid,Long Chain Saturated Fatty Acid,-0.02895154,0.031265551,0.354451962,1
533,urea,Amino Acid,Urea cycle; Arginine and Proline Metabolism,0.06876861,0.030409187,0.023731905,1
535,uridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",-0.092282679,0.030084081,0.002158632,1
536,2'-deoxyuridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",-0.047478227,0.030301346,0.117145411,1
537,trans-urocanate,Amino Acid,Histidine Metabolism,0.03174181,0.029878989,0.288078855,1
561,glutamate,Amino Acid,Glutamate Metabolism,0.189454092,0.03231512,4.55E-09,4.89E-06
563,glutamine,Amino Acid,Glutamate Metabolism,0.001528393,0.030379332,0.959875124,1
564,threonine,Amino Acid,"Glycine, Serine and Threonine Metabolism",0.043827631,0.030843815,0.155330229,1
565,tryptophan,Amino Acid,Tryptophan Metabolism,0.006664099,0.031683277,0.833406291,1
566,valine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.129340062,0.036361731,0.00037506,0.402439206
572,glucose,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",0.176199828,0.027694836,1.99E-10,2.13E-07
796,alpha-ketobutyrate,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",0.016042649,0.029495741,0.586512269,1
799,betaine,Amino Acid,"Glycine, Serine and Threonine Metabolism",0.02118956,0.030018972,0.480267569,1
800,cysteine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",0.108647109,0.030137182,0.000312051,0.334830265
803,mannose,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",0.176449581,0.02967658,2.75E-09,2.95E-06
806,dimethylglycine,Amino Acid,"Glycine, Serine and Threonine Metabolism",0.069539794,0.029904996,0.020052877,1
811,alanine,Amino Acid,Alanine and Aspartate Metabolism,0.119398982,0.030513181,9.11E-05,0.097798926
815,tyrosine,Amino Acid,Tyrosine Metabolism,0.027212893,0.029834053,0.361693972,1
821,pseudouridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",-0.008999725,0.030825189,0.77031715,1
823,pyruvate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",0.037178437,0.029438577,0.206619537,1
825,uracil,Nucleotide,"Pyrimidine Metabolism, Uracil containing",0.039521706,0.029909187,0.186371297,1
849,caffeine,Xenobiotics,Xanthine Metabolism,0.056837904,0.029883372,0.057172338,1
878,fructose,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",0.08020099,0.028887942,0.005498498,1
880,adenine,Nucleotide,"Purine Metabolism, Adenine containing",0.019475199,0.028823889,0.499255436,1
888,caprate (10:0),Lipid,Medium Chain Fatty Acid,-0.072610541,0.030860357,0.018628929,1
891,margarate (17:0),Lipid,Long Chain Saturated Fatty Acid,-0.009024603,0.030057762,0.763992562,1
892,nonadecanoate (19:0),Lipid,Long Chain Saturated Fatty Acid,-0.043769613,0.029704566,0.140616856,1
893,arachidate (20:0),Lipid,Long Chain Saturated Fatty Acid,-0.051278463,0.028016581,0.067206611,1
913,maltose,Carbohydrate,Glycogen Metabolism,0.000893823,0.02984863,0.976110775,1
917,asparagine,Amino Acid,Alanine and Aspartate Metabolism,-0.031145982,0.030053074,0.300031447,1
922,N-stearoyl-sphinganine (d18:0/18:0)*,Lipid,Dihydroceramides,0.054752339,0.031933733,0.086425712,1
923,dihydroorotate,Nucleotide,"Pyrimidine Metabolism, Orotate containing",-0.005755455,0.032717563,0.860362037,1
932,caprylate (8:0),Lipid,Medium Chain Fatty Acid,-0.015884051,0.028576016,0.578311676,1
980,pentadecanoate (15:0),Lipid,Long Chain Saturated Fatty Acid,-0.052023397,0.030843992,0.091668318,1
1001,trans-4-hydroxyproline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,0.060331149,0.029639737,0.041802407,1
1002,allantoin,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",-0.03828994,0.029883881,0.200091574,1
1004,xanthine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",0.024007711,0.02919104,0.410829791,1
1021,5-oxoproline,Amino Acid,Glutathione Metabolism,-0.025587758,0.029543936,0.386439883,1
1022,picolinate,Amino Acid,Tryptophan Metabolism,-0.034308622,0.03061465,0.262432497,1
1023,sarcosine,Amino Acid,"Glycine, Serine and Threonine Metabolism",-0.005110722,0.029060307,0.86039916,1
1024,pantothenate,Cofactors and Vitamins,Pantothenate and CoA Metabolism,0.046381266,0.028899307,0.10850996,1
1025,pipecolate,Amino Acid,Lysine Metabolism,-0.014652492,0.028118373,0.602296916,1
1026,phosphoethanolamine,Lipid,Phospholipid Metabolism,-0.001341451,0.029059109,0.96318046,1
1052,glycerate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",-0.121302243,0.030104499,5.59E-05,0.060008518
1053,3-ureidopropionate,Nucleotide,"Pyrimidine Metabolism, Uracil containing",-0.047537301,0.034742457,0.171225419,1
1082,N-acetylleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.137139411,0.033451142,4.14E-05,0.044389871
1083,N-acetylmethionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",0.010524723,0.02969218,0.722993353,1
1084,N-acetylvaline,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.109374999,0.030087398,0.000277719,0.297992373
1087,erucate (22:1n9),Lipid,Long Chain Monounsaturated Fatty Acid,-0.026807982,0.028308596,0.343643438,1
1090,"bilirubin (Z,Z)",Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,-0.060866984,0.030741142,0.047705273,1
1094,thyroxine,Amino Acid,Tyrosine Metabolism,-0.021780156,0.028463243,0.44415074,1
1102,gamma-glutamyltyrosine,Peptide,Gamma-glutamyl Amino Acid,0.021481184,0.031276514,0.492199223,1
1105,alpha-tocopherol,Cofactors and Vitamins,Tocopherol Metabolism,-0.003845137,0.028235496,0.891678227,1
1110,N-acetylalanine,Amino Acid,Alanine and Aspartate Metabolism,0.035632301,0.029410872,0.225690431,1
1111,vanillylmandelate (VMA),Amino Acid,Tyrosine Metabolism,-0.039433987,0.030382717,0.194318775,1
1113,4-acetamidobutanoate,Amino Acid,Polyamine Metabolism,0.03404907,0.030242681,0.260224152,1
1114,3-aminoisobutyrate,Nucleotide,"Pyrimidine Metabolism, Thymine containing",-0.052114554,0.028830609,0.070666906,1
1123,chenodeoxycholate,Lipid,Primary Bile Acid Metabolism,0.024057335,0.029837823,0.42008731,1
1124,citrate,Energy,TCA Cycle,-0.003697653,0.030328603,0.90296263,1
1128,2-aminobutyrate,Amino Acid,Glutathione Metabolism,0.026794562,0.029752165,0.36780528,1
1134,urate,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",0.032606234,0.033348077,0.328195724,1
1135,ursodeoxycholate,Lipid,Secondary Bile Acid Metabolism,0.02370844,0.028850262,0.411204648,1
1137,oleoyl ethanolamide,Lipid,Endocannabinoid,-0.03215538,0.02918607,0.270575922,1
1140,gamma-glutamylglutamine,Peptide,Gamma-glutamyl Amino Acid,-0.056759685,0.029741444,0.056334707,1
1143,butyrate/isobutyrate (4:0),Lipid,Short Chain Fatty Acid,0.000392979,0.029277127,0.98929053,1
1162,N-acetylneuraminate,Carbohydrate,Aminosugar Metabolism,0.06139411,0.029761307,0.039123696,1
1215,N-acetylglucosaminylasparagine,Carbohydrate,Aminosugar Metabolism,-0.023998555,0.03498004,0.492672582,1
1221,creatine,Amino Acid,Creatine Metabolism,0.004963203,0.032435105,0.878382918,1
1224,"cys-gly, oxidized",Amino Acid,Glutathione Metabolism,0.055534043,0.03135331,0.076521827,1
1231,dihomo-linoleate (20:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),-0.022210997,0.030454437,0.465806609,1
1235,gamma-glutamylhistidine,Peptide,Gamma-glutamyl Amino Acid,-0.02269046,0.030231163,0.452914347,1
1239,2-hydroxystearate,Lipid,"Fatty Acid, Monohydroxy",-0.012904386,0.028462795,0.650277047,1
1242,N1-methyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",0.033128553,0.030341595,0.274897856,1
1254,glycerol,Lipid,Glycerolipid Metabolism,-0.001003881,0.032473784,0.975338469,1
1256,choline,Lipid,Phospholipid Metabolism,0.101170245,0.030322392,0.000848446,0.910382699
1258,anthranilate,Amino Acid,Tryptophan Metabolism,0.034693268,0.032321949,0.283107121,1
1268,gamma-glutamylleucine,Peptide,Gamma-glutamyl Amino Acid,0.152475109,0.037474496,4.73E-05,0.05071207
1342,3-methoxytyrosine,Amino Acid,Tyrosine Metabolism,-0.008226791,0.03189059,0.796430649,1
1442,beta-hydroxyisovalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.019763972,0.028816223,0.49279969,1
1518,N-palmitoyl-sphingosine (d18:1/16:0),Lipid,Ceramides,-8.09E-05,0.028905863,0.997766615,1
1526,1-palmitoyl-2-oleoyl-GPE (16:0/18:1),Lipid,Phosphatidylethanolamine (PE),0.14756266,0.03098475,1.91E-06,0.002052401
1528,1-palmitoyl-2-linoleoyl-GPI (16:0/18:2),Lipid,Phosphatidylinositol (PI),-0.035805841,0.029204387,0.220182404,1
1537,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),Lipid,Phosphatidylcholine (PC),-0.149915392,0.028696958,1.75E-07,0.000187793
1538,stearoyl sphingomyelin (d18:1/18:0),Lipid,Sphingomyelins,0.007557067,0.029658739,0.798877054,1
1539,1-palmitoyl-2-oleoyl-GPC (16:0/18:1),Lipid,Phosphatidylcholine (PC),0.01080043,0.02920396,0.711510948,1
1547,N-stearoyl-sphingosine (d18:1/18:0)*,Lipid,Ceramides,0.088698403,0.030307337,0.003426547,1
1628,glycochenodeoxycholate,Lipid,Primary Bile Acid Metabolism,0.010457393,0.028964921,0.718072176,1
1629,taurochenodeoxycholate,Lipid,Primary Bile Acid Metabolism,0.019810687,0.028571469,0.488075457,1
1648,taurocholate,Lipid,Primary Bile Acid Metabolism,0.010868047,0.028672919,0.704661683,1
1869,2-hydroxyhippurate (salicylurate),Xenobiotics,Benzoate Metabolism,0.096590016,0.02929996,0.000978655,1
2029,azelate (C9-DC),Lipid,"Fatty Acid, Dicarboxylate",-0.013625135,0.029113617,0.639785517,1
2050,eicosapentaenoate (EPA; 20:5n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),0.023516934,0.029958295,0.432459975,1
2051,methylsuccinate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.011631626,0.028773621,0.686031703,1
2054,ethylmalonate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",-0.008735598,0.028892342,0.762385315,1
100000007,carnitine,Lipid,Carnitine Metabolism,-0.004664719,0.030267294,0.877517118,1
100000010,3-phenylpropionate (hydrocinnamate),Xenobiotics,Benzoate Metabolism,-0.074362167,0.028561879,0.009226488,1
100000011,phenylacetate,Amino Acid,Phenylalanine Metabolism,0.041365548,0.029276998,0.157684354,1
100000014,hippurate,Xenobiotics,Benzoate Metabolism,-0.017927425,0.029414537,0.542209637,1
100000015,xanthurenate,Amino Acid,Tryptophan Metabolism,0.011468257,0.030209406,0.704223531,1
100000036,3-methyl-2-oxovalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.099578493,0.034407076,0.003802127,1
100000039,methionine sulfoxide,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",0.058573603,0.029845373,0.049696282,1
100000042,3-methylhistidine,Amino Acid,Histidine Metabolism,0.03757632,0.029227619,0.198567249,1
100000054,5-hydroxylysine,Amino Acid,Lysine Metabolism,0.122610231,0.030794372,6.85E-05,0.073456388
100000096,4-guanidinobutanoate,Amino Acid,Guanidino and Acetamido Metabolism,0.022436057,0.033598078,0.504275308,1
100000257,glucuronate,Carbohydrate,Aminosugar Metabolism,0.017985827,0.029248945,0.538606058,1
100000258,glycerol 3-phosphate,Lipid,Glycerolipid Metabolism,-0.049752904,0.036537789,0.173297799,1
100000263,imidazole lactate,Amino Acid,Histidine Metabolism,-0.113446013,0.030252402,0.000176846,0.189755813
100000265,kynurenine,Amino Acid,Tryptophan Metabolism,0.061885665,0.031116722,0.046720695,1
100000269,glycerophosphorylcholine (GPC),Lipid,Phospholipid Metabolism,-0.065087791,0.029040018,0.025005761,1
100000276,maltotriose,Carbohydrate,Glycogen Metabolism,0.035081511,0.029908563,0.240812342,1
100000282,N-acetylglutamate,Amino Acid,Glutamate Metabolism,0.014629196,0.029188109,0.616227577,1
100000406,ribitol,Carbohydrate,Pentose Metabolism,0.071434314,0.028969708,0.0136697,1
100000437,theophylline,Xenobiotics,Xanthine Metabolism,0.040242616,0.02952687,0.172909268,1
100000442,quinate,Xenobiotics,Food Component/Plant,0.025842812,0.030787021,0.401241482,1
100000445,theobromine,Xenobiotics,Xanthine Metabolism,-0.006024947,0.029307864,0.837123367,1
100000453,paraxanthine,Xenobiotics,Xanthine Metabolism,0.063729179,0.03007092,0.034065464,1
100000463,indolelactate,Amino Acid,Tryptophan Metabolism,-0.011548298,0.033880255,0.73321177,1
100000467,3-indoxyl sulfate,Amino Acid,Tryptophan Metabolism,0.059411311,0.029270754,0.04238544,1
100000491,gamma-glutamylphenylalanine,Peptide,Gamma-glutamyl Amino Acid,0.09501832,0.033874905,0.005032021,1
100000551,4-methyl-2-oxopentanoate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.039203531,0.03405296,0.249628666,1
100000580,"1,5-anhydroglucitol (1,5-AG)",Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",-0.14410136,0.026765664,7.29E-08,7.82E-05
100000611,1-palmityl-GPC (O-16:0),Lipid,Lysoplasmalogen,-0.093767711,0.030989784,0.002480074,1
100000616,1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),Lipid,Phosphatidylinositol (PI),-0.068910311,0.028966789,0.017362407,1
100000626,sphingosine 1-phosphate,Lipid,Sphingosines,-0.00780784,0.029180062,0.789026882,1
100000639,1-stearoyl-2-oleoyl-GPS (18:0/18:1),Lipid,Phosphatidylserine (PS),0.061988744,0.028788285,0.03129803,1
100000656,1-stearoyl-GPI (18:0),Lipid,Lysophospholipid,-0.096785252,0.029022417,0.000853471,0.915773907
100000657,"1,2-dipalmitoyl-GPC (16:0/16:0)",Lipid,Phosphatidylcholine (PC),-0.05705305,0.028388976,0.044463978,1
100000665,docosahexaenoate (DHA; 22:6n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),0.005486964,0.031368083,0.861141014,1
100000672,1-myristoyl-2-palmitoyl-GPC (14:0/16:0),Lipid,Phosphatidylcholine (PC),-0.011212399,0.030118861,0.709690587,1
100000706,alpha-hydroxyisocaproate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.052316465,0.033262907,0.115761201,1
100000707,maleate,Lipid,"Fatty Acid, Dicarboxylate",0.072471488,0.033961754,0.032849759,1
100000708,isovalerate (i5:0),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.084741361,0.030549895,0.005539424,1
100000711,4-acetylphenol sulfate,Xenobiotics,Benzoate Metabolism,-0.029784728,0.029548435,0.313455998,1
100000743,2-hydroxyoctanoate,Lipid,"Fatty Acid, Monohydroxy",-0.016172164,0.029377709,0.581982654,1
100000773,3-hydroxyoctanoate,Lipid,"Fatty Acid, Monohydroxy",0.008428926,0.02923493,0.773104134,1
100000774,phenyllactate (PLA),Amino Acid,Phenylalanine Metabolism,-0.004752852,0.033879771,0.888434158,1
100000776,palmitoylcarnitine (C16),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",0.00296543,0.030042579,0.921370455,1
100000781,hexanoylcarnitine (C6),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",-0.001239246,0.030405466,0.967489358,1
100000787,N-acetylaspartate (NAA),Amino Acid,Alanine and Aspartate Metabolism,-0.013462074,0.029017775,0.642701423,1
100000792,dehydroepiandrosterone sulfate (DHEA-S),Lipid,Androgenic Steroids,-0.085228617,0.034584407,0.013725609,1
100000802,acetylcarnitine (C2),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Short Chain)",-0.053286799,0.030551996,0.081135591,1
100000808,cysteine s-sulfate,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",0.082344639,0.030244348,0.00647615,1
100000827,1-palmitoylglycerol (16:0),Lipid,Monoacylglycerol,0.065243361,0.029899413,0.029102519,1
100000840,tartronate (hydroxymalonate),Xenobiotics,Food Component/Plant,-0.111147809,0.031752853,0.000464554,0.498466123
100000841,oxalate (ethanedioate),Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,-0.112580733,0.03053815,0.000227306,0.243898874
100000846,erythritol,Xenobiotics,Food Component/Plant,0.036867367,0.030265164,0.223168771,1
100000882,3-hydroxymyristate,Lipid,"Fatty Acid, Monohydroxy",-0.006234051,0.029808677,0.834342491,1
100000900,iminodiacetate (IDA),Xenobiotics,Chemical,0.006302924,0.029243202,0.829350497,1
100000924,1-oleoylglycerol (18:1),Lipid,Monoacylglycerol,0.074552374,0.029459068,0.011383174,1
100000936,3-methyl-2-oxobutyrate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.012088633,0.030371932,0.690615517,1
100000961,homoarginine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,0.035685633,0.031172562,0.252301543,1
100000963,homocitrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,0.034086813,0.029708352,0.251223988,1
100000987,2-linoleoylglycerol (18:2),Lipid,Monoacylglycerol,0.002868338,0.030265221,0.924494819,1
100000997,3-hydroxydecanoate,Lipid,"Fatty Acid, Monohydroxy",-0.034943157,0.029871746,0.242092405,1
100001002,EDTA,Xenobiotics,Chemical,-0.023964583,0.031510223,0.446935691,1
100001006,N-acetylglycine,Amino Acid,"Glycine, Serine and Threonine Metabolism",-0.100446254,0.030478791,0.000982077,1
100001007,ribonate,Carbohydrate,Pentose Metabolism,0.043880604,0.028790657,0.127477104,1
100001022,threonate,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,-0.068993498,0.028652688,0.016043517,1
100001034,indoleacetate,Amino Acid,Tryptophan Metabolism,0.01732245,0.028946585,0.549554305,1
100001040,1-linoleoylglycerol (18:2),Lipid,Monoacylglycerol,0.017742654,0.029201172,0.543452311,1
100001051,1-methylhistidine,Amino Acid,Histidine Metabolism,0.03282133,0.03108019,0.290958673,1
100001054,butyrylcarnitine (C4),Lipid,Fatty Acid Metabolism (also BCAA Metabolism),0.006140787,0.029233845,0.833622828,1
100001055,isobutyrylcarnitine (C4),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.052392327,0.031429893,0.095522662,1
100001073,androsterone sulfate,Lipid,Androgenic Steroids,-0.0740426,0.032941898,0.024597078,1
100001081,2-pyrrolidinone,Amino Acid,Glutamate Metabolism,-0.038785606,0.0341324,0.255819266,1
100001083,indolepropionate,Amino Acid,Tryptophan Metabolism,-0.072776766,0.028894193,0.011777782,1
