CHEM_ID,CHEMICAL_NAME,SUPER_PATHWAY,SUB_PATHWAY,Est,SE,P,adjP_Bonf
213,N6-methyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",0.164356762,0.040960778,6.01E-05,0.064453914
229,arachidonate (20:4n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),-0.021198873,0.035424837,0.549560816,1
231,arginine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,-0.15248927,0.033461033,5.18E-06,0.005561923
234,aspartate,Amino Acid,Alanine and Aspartate Metabolism,0.634770413,0.040466886,1.88E-55,2.02E-52
235,2-hydroxyphenylacetate,Amino Acid,Phenylalanine Metabolism,0.081421773,0.036757272,0.026751822,1
240,3-(4-hydroxyphenyl)lactate,Amino Acid,Tyrosine Metabolism,0.532052368,0.043443912,1.75E-34,1.87E-31
241,phenylpyruvate,Amino Acid,Phenylalanine Metabolism,0.143721375,0.039156306,0.000242121,0.259795922
244,beta-alanine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",0.159262544,0.044290534,0.000323322,0.346924602
250,biliverdin,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,-0.194913447,0.037239148,1.66E-07,0.000177893
252,succinate,Energy,TCA Cycle,-0.017529797,0.03412098,0.607423842,1
254,3-hydroxybutyrate (BHBA),Lipid,Ketone Bodies,-0.09796806,0.037646544,0.009259752,1
266,cholesterol,Lipid,Sterol,-0.150874759,0.034756931,1.42E-05,0.015229095
267,choline phosphate,Lipid,Phospholipid Metabolism,-0.367929737,0.038691627,1.92E-21,2.06E-18
273,cortisone,Lipid,Corticosteroids,-0.217287006,0.031915131,9.88E-12,1.06E-08
275,creatinine,Amino Acid,Creatine Metabolism,-0.058244063,0.04372582,0.182850647,1
278,cysteinylglycine,Amino Acid,Glutathione Metabolism,0.068806547,0.040693683,0.090867174,1
279,cystine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",0.513065931,0.036933439,7.12E-44,7.64E-41
297,sphingosine,Lipid,Sphingosines,0.535882922,0.037569956,3.69E-46,3.96E-43
302,deoxycholate,Lipid,Secondary Bile Acid Metabolism,-0.077089959,0.034603964,0.025895305,1
310,cystathionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",0.346734685,0.040928357,2.42E-17,2.59E-14
313,sphinganine,Lipid,Sphingolipid Synthesis,0.483823048,0.03863532,5.60E-36,6.01E-33
330,fumarate,Energy,TCA Cycle,-0.00300394,0.034222774,0.930054661,1
331,gamma-glutamylglutamate,Peptide,Gamma-glutamyl Amino Acid,0.708682862,0.044453196,3.23E-57,3.46E-54
338,gluconate,Xenobiotics,Food Component/Plant,0.143652792,0.040658293,0.000410603,0.440577349
339,glutarate (C5-DC),Lipid,"Fatty Acid, Dicarboxylate",0.082638594,0.036732029,0.024463589,1
340,glycine,Amino Acid,"Glycine, Serine and Threonine Metabolism",-0.363420071,0.034429085,4.79E-26,5.13E-23
342,glycocholate,Lipid,Primary Bile Acid Metabolism,0.14321958,0.036985713,0.000107815,0.11568603
344,guanidinoacetate,Amino Acid,Creatine Metabolism,-0.22826027,0.038971642,4.71E-09,5.05E-06
355,histidine,Amino Acid,Histidine Metabolism,-0.298735467,0.034597553,5.89E-18,6.32E-15
356,cortisol,Lipid,Corticosteroids,-0.143959377,0.033802899,2.06E-05,0.022054275
358,hypotaurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",-0.491629124,0.035489829,1.23E-43,1.32E-40
361,inosine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",0.128546335,0.036026988,0.000359639,0.3858924
363,myo-inositol,Lipid,Inositol Metabolism,0.019417023,0.036628248,0.596035233,1
376,isoleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.596765176,0.044216419,1.64E-41,1.76E-38
381,2-aminoadipate,Amino Acid,Lysine Metabolism,0.242309284,0.038833997,4.39E-10,4.71E-07
391,citrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,-0.127338234,0.035404324,0.000322297,0.345824967
397,leucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.555693852,0.043673949,4.37E-37,4.69E-34
407,lysine,Amino Acid,Lysine Metabolism,0.154222839,0.036490199,2.37E-05,0.025477375
409,malate,Energy,TCA Cycle,-0.022390899,0.035813326,0.531832326,1
415,methionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",0.164754663,0.040141674,4.05E-05,0.043508952
424,palmitate (16:0),Lipid,Long Chain Saturated Fatty Acid,0.224334233,0.038519599,5.75E-09,6.17E-06
432,nicotinamide,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,0.03593705,0.040044261,0.369487794,1
439,stearate (18:0),Lipid,Long Chain Saturated Fatty Acid,0.019978248,0.034977288,0.567879181,1
444,ornithine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,0.315179862,0.037629285,5.48E-17,5.88E-14
445,orotate,Nucleotide,"Pyrimidine Metabolism, Orotate containing",0.139249081,0.034816618,6.35E-05,0.068110094
452,palmitoleate (16:1n7),Lipid,Long Chain Monounsaturated Fatty Acid,0.360438521,0.039324009,4.92E-20,5.27E-17
460,phenylalanine,Amino Acid,Phenylalanine Metabolism,0.512316553,0.041265987,2.17E-35,2.33E-32
461,phosphate,Energy,Oxidative Phosphorylation,-0.073562465,0.029614849,0.01299259,1
466,phytanate,Xenobiotics,Food Component/Plant,-0.467133789,0.037041295,1.83E-36,1.97E-33
480,proline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,0.30723397,0.037931749,5.51E-16,5.91E-13
482,lactate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",0.166933497,0.035629719,2.80E-06,0.003000569
491,pyridoxal,Cofactors and Vitamins,Vitamin B6 Metabolism,-0.02685187,0.043638578,0.538340692,1
498,retinol (vitamin A),Cofactors and Vitamins,Vitamin A Metabolism,-0.155010097,0.038081594,4.69E-05,0.050342803
501,salicylate,Xenobiotics,Drug - Topical Agents,-0.058625968,0.036839015,0.11151739,1
503,serine,Amino Acid,"Glycine, Serine and Threonine Metabolism",-0.215227798,0.035245457,1.02E-09,1.09E-06
504,serotonin,Amino Acid,Tryptophan Metabolism,-0.120518459,0.034549326,0.0004861,0.521585191
512,taurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",-0.133324977,0.03432743,0.000102786,0.110289301
519,myristate (14:0),Lipid,Long Chain Saturated Fatty Acid,0.119018544,0.037317156,0.001425789,1
533,urea,Amino Acid,Urea cycle; Arginine and Proline Metabolism,0.092015492,0.036828349,0.012472147,1
535,uridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",-0.113228699,0.035825736,0.001574766,1
536,2'-deoxyuridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",-0.258846065,0.03636973,1.10E-12,1.18E-09
537,trans-urocanate,Amino Acid,Histidine Metabolism,0.096029649,0.036431447,0.008391447,1
561,glutamate,Amino Acid,Glutamate Metabolism,1.008780553,0.046459933,1.55E-104,1.66E-101
563,glutamine,Amino Acid,Glutamate Metabolism,-0.318143903,0.034946793,8.73E-20,9.37E-17
564,threonine,Amino Acid,"Glycine, Serine and Threonine Metabolism",-0.003533805,0.03479246,0.919099488,1
565,tryptophan,Amino Acid,Tryptophan Metabolism,0.014312645,0.037430831,0.702182627,1
566,valine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.608238622,0.055689318,9.05E-28,9.71E-25
572,glucose,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",0.331656283,0.030303597,7.06E-28,7.58E-25
796,alpha-ketobutyrate,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",0.42201048,0.038008076,1.21E-28,1.30E-25
799,betaine,Amino Acid,"Glycine, Serine and Threonine Metabolism",-0.20368035,0.036048073,1.60E-08,1.72E-05
800,cysteine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",0.244438788,0.037311746,5.71E-11,6.12E-08
803,mannose,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",0.693736515,0.037490485,1.91E-76,2.04E-73
806,dimethylglycine,Amino Acid,"Glycine, Serine and Threonine Metabolism",0.187595722,0.034401637,4.95E-08,5.31E-05
811,alanine,Amino Acid,Alanine and Aspartate Metabolism,0.41382696,0.038408604,4.55E-27,4.88E-24
815,tyrosine,Amino Acid,Tyrosine Metabolism,0.601358106,0.039404635,1.39E-52,1.49E-49
821,pseudouridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",0.203470483,0.037857935,7.68E-08,8.24E-05
823,pyruvate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",0.449698151,0.037292711,1.75E-33,1.87E-30
825,uracil,Nucleotide,"Pyrimidine Metabolism, Uracil containing",0.089215781,0.040148546,0.026273694,1
849,caffeine,Xenobiotics,Xanthine Metabolism,0.330546255,0.042862198,1.24E-14,1.33E-11
878,fructose,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",0.097118636,0.033695993,0.003949073,1
880,adenine,Nucleotide,"Purine Metabolism, Adenine containing",0.321658564,0.040400342,1.70E-15,1.82E-12
888,caprate (10:0),Lipid,Medium Chain Fatty Acid,-0.310830002,0.042030108,1.41E-13,1.51E-10
891,margarate (17:0),Lipid,Long Chain Saturated Fatty Acid,0.038414538,0.036582899,0.293686769,1
892,nonadecanoate (19:0),Lipid,Long Chain Saturated Fatty Acid,-0.233660206,0.037111245,3.05E-10,3.27E-07
893,arachidate (20:0),Lipid,Long Chain Saturated Fatty Acid,-0.141891786,0.029924644,2.12E-06,0.002274746
913,maltose,Carbohydrate,Glycogen Metabolism,0.270315624,0.042005596,1.23E-10,1.32E-07
917,asparagine,Amino Acid,Alanine and Aspartate Metabolism,-0.46498406,0.037514505,2.79E-35,2.99E-32
922,N-stearoyl-sphinganine (d18:0/18:0)*,Lipid,Dihydroceramides,0.829451503,0.05567775,3.43E-50,3.68E-47
923,dihydroorotate,Nucleotide,"Pyrimidine Metabolism, Orotate containing",0.061523469,0.037988152,0.105330352,1
932,caprylate (8:0),Lipid,Medium Chain Fatty Acid,-0.035689311,0.035743087,0.318039142,1
980,pentadecanoate (15:0),Lipid,Long Chain Saturated Fatty Acid,0.029847156,0.037280004,0.423351055,1
1001,trans-4-hydroxyproline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,0.194909259,0.036743691,1.13E-07,0.000121188
1002,allantoin,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",-0.008352469,0.036551794,0.819249387,1
1004,xanthine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",0.534541001,0.038627616,1.50E-43,1.61E-40
1021,5-oxoproline,Amino Acid,Glutathione Metabolism,-0.179819997,0.035105915,3.02E-07,0.000324013
1022,picolinate,Amino Acid,Tryptophan Metabolism,-0.108491893,0.035914109,0.002520486,1
1023,sarcosine,Amino Acid,"Glycine, Serine and Threonine Metabolism",-0.002079157,0.035534982,0.953342272,1
1024,pantothenate,Cofactors and Vitamins,Pantothenate and CoA Metabolism,0.238353606,0.034883619,8.33E-12,8.93E-09
1025,pipecolate,Amino Acid,Lysine Metabolism,-0.000787468,0.035782437,0.982442274,1
1026,phosphoethanolamine,Lipid,Phospholipid Metabolism,-0.068404506,0.036109866,0.058179368,1
1052,glycerate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",-0.307776861,0.033707838,6.80E-20,7.30E-17
1053,3-ureidopropionate,Nucleotide,"Pyrimidine Metabolism, Uracil containing",0.208697566,0.042219045,7.68E-07,0.000824568
1082,N-acetylleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.30739044,0.040186648,2.02E-14,2.17E-11
1083,N-acetylmethionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",-0.140581747,0.031370344,7.42E-06,0.007958391
1084,N-acetylvaline,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.434837284,0.038044048,2.97E-30,3.18E-27
1087,erucate (22:1n9),Lipid,Long Chain Monounsaturated Fatty Acid,-0.097416244,0.031842107,0.002218157,1
1090,"bilirubin (Z,Z)",Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,-0.371434438,0.037531103,4.30E-23,4.62E-20
1094,thyroxine,Amino Acid,Tyrosine Metabolism,0.016688069,0.034215871,0.625741889,1
1102,gamma-glutamyltyrosine,Peptide,Gamma-glutamyl Amino Acid,0.478347294,0.058309965,2.33E-16,2.50E-13
1105,alpha-tocopherol,Cofactors and Vitamins,Tocopherol Metabolism,0.038827304,0.035408705,0.272839533,1
1110,N-acetylalanine,Amino Acid,Alanine and Aspartate Metabolism,0.415625146,0.037889797,5.37E-28,5.76E-25
1111,vanillylmandelate (VMA),Amino Acid,Tyrosine Metabolism,-0.088435689,0.033693297,0.008671859,1
1113,4-acetamidobutanoate,Amino Acid,Polyamine Metabolism,0.212395121,0.042058171,4.42E-07,0.000473982
1114,3-aminoisobutyrate,Nucleotide,"Pyrimidine Metabolism, Thymine containing",-0.088617331,0.036627246,0.015544534,1
1123,chenodeoxycholate,Lipid,Primary Bile Acid Metabolism,0.182620136,0.040320023,5.92E-06,0.006350955
1124,citrate,Energy,TCA Cycle,-0.167024264,0.036350544,4.33E-06,0.004647374
1128,2-aminobutyrate,Amino Acid,Glutathione Metabolism,0.034929354,0.034632062,0.313174035,1
1134,urate,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",0.773646221,0.04730497,4.04E-60,4.34E-57
1135,ursodeoxycholate,Lipid,Secondary Bile Acid Metabolism,0.128972811,0.037086189,0.000505829,0.542754183
1137,oleoyl ethanolamide,Lipid,Endocannabinoid,0.201297221,0.036779181,4.42E-08,4.74E-05
1140,gamma-glutamylglutamine,Peptide,Gamma-glutamyl Amino Acid,-0.375612013,0.035305447,1.96E-26,2.11E-23
1143,butyrate/isobutyrate (4:0),Lipid,Short Chain Fatty Acid,0.093564857,0.03573831,0.008843257,1
1162,N-acetylneuraminate,Carbohydrate,Aminosugar Metabolism,0.171520257,0.035847193,1.71E-06,0.001836878
1215,N-acetylglucosaminylasparagine,Carbohydrate,Aminosugar Metabolism,0.274071308,0.050153321,4.64E-08,4.98E-05
1221,creatine,Amino Acid,Creatine Metabolism,0.312570994,0.041005987,2.49E-14,2.67E-11
1224,"cys-gly, oxidized",Amino Acid,Glutathione Metabolism,0.000644148,0.038542252,0.986665751,1
1231,dihomo-linoleate (20:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),0.103015495,0.036953768,0.0053086,1
1235,gamma-glutamylhistidine,Peptide,Gamma-glutamyl Amino Acid,0.06407312,0.037838391,0.090391478,1
1239,2-hydroxystearate,Lipid,"Fatty Acid, Monohydroxy",-0.123723679,0.034043093,0.000278709,0.299054598
1242,N1-methyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",0.4028386,0.039634221,2.87E-24,3.08E-21
1254,glycerol,Lipid,Glycerolipid Metabolism,0.56957307,0.04096229,5.92E-44,6.35E-41
1256,choline,Lipid,Phospholipid Metabolism,0.418898367,0.038440914,1.19E-27,1.28E-24
1258,anthranilate,Amino Acid,Tryptophan Metabolism,0.057894046,0.040685599,0.154747279,1
1268,gamma-glutamylleucine,Peptide,Gamma-glutamyl Amino Acid,0.774651052,0.048819182,1.06E-56,1.14E-53
1342,3-methoxytyrosine,Amino Acid,Tyrosine Metabolism,-0.119837281,0.039606481,0.002480593,1
1442,beta-hydroxyisovalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.087603264,0.035775091,0.014336393,1
1518,N-palmitoyl-sphingosine (d18:1/16:0),Lipid,Ceramides,0.023990471,0.035484991,0.498993828,1
1526,1-palmitoyl-2-oleoyl-GPE (16:0/18:1),Lipid,Phosphatidylethanolamine (PE),0.576612642,0.040803915,2.44E-45,2.61E-42
1528,1-palmitoyl-2-linoleoyl-GPI (16:0/18:2),Lipid,Phosphatidylinositol (PI),0.418637594,0.038653129,2.46E-27,2.64E-24
1537,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),Lipid,Phosphatidylcholine (PC),-0.188900061,0.036300578,1.95E-07,0.000209535
1538,stearoyl sphingomyelin (d18:1/18:0),Lipid,Sphingomyelins,0.111258178,0.036579171,0.002353464,1
1539,1-palmitoyl-2-oleoyl-GPC (16:0/18:1),Lipid,Phosphatidylcholine (PC),0.10389256,0.036149327,0.004053304,1
1547,N-stearoyl-sphingosine (d18:1/18:0)*,Lipid,Ceramides,0.512570892,0.04246784,1.53E-33,1.64E-30
1628,glycochenodeoxycholate,Lipid,Primary Bile Acid Metabolism,0.099795091,0.037050218,0.007070426,1
1629,taurochenodeoxycholate,Lipid,Primary Bile Acid Metabolism,0.121470914,0.036696379,0.000932424,1
1648,taurocholate,Lipid,Primary Bile Acid Metabolism,0.19447993,0.036967292,1.43E-07,0.000153846
1869,2-hydroxyhippurate (salicylurate),Xenobiotics,Benzoate Metabolism,0.080870113,0.037906998,0.03289339,1
2029,azelate (C9-DC),Lipid,"Fatty Acid, Dicarboxylate",0.104637663,0.036612107,0.004263108,1
2050,eicosapentaenoate (EPA; 20:5n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),-0.106149839,0.03840728,0.005713346,1
2051,methylsuccinate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",-0.062000823,0.032909813,0.059570176,1
2054,ethylmalonate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.091007735,0.035266564,0.009863819,1
100000007,carnitine,Lipid,Carnitine Metabolism,0.241474071,0.038878633,5.27E-10,5.65E-07
100000010,3-phenylpropionate (hydrocinnamate),Xenobiotics,Benzoate Metabolism,-0.2741668,0.03660183,6.86E-14,7.36E-11
100000011,phenylacetate,Amino Acid,Phenylalanine Metabolism,-0.253903181,0.035831339,1.38E-12,1.48E-09
100000014,hippurate,Xenobiotics,Benzoate Metabolism,-0.190607861,0.036552476,1.84E-07,0.000197623
100000015,xanthurenate,Amino Acid,Tryptophan Metabolism,0.234038691,0.039372023,2.78E-09,2.98E-06
100000036,3-methyl-2-oxovalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.31177916,0.042566439,2.40E-13,2.57E-10
100000039,methionine sulfoxide,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",0.117543028,0.035640295,0.000973632,1
100000042,3-methylhistidine,Amino Acid,Histidine Metabolism,0.107379448,0.034441703,0.001822584,1
100000054,5-hydroxylysine,Amino Acid,Lysine Metabolism,0.891334387,0.039911794,1.78E-110,1.91E-107
100000096,4-guanidinobutanoate,Amino Acid,Guanidino and Acetamido Metabolism,0.05557306,0.03933318,0.157691036,1
100000257,glucuronate,Carbohydrate,Aminosugar Metabolism,0.20750406,0.042523365,1.06E-06,0.001139654
100000258,glycerol 3-phosphate,Lipid,Glycerolipid Metabolism,-0.10155229,0.045160379,0.024531382,1
100000263,imidazole lactate,Amino Acid,Histidine Metabolism,-0.093061279,0.037483304,0.013037641,1
100000265,kynurenine,Amino Acid,Tryptophan Metabolism,0.519382983,0.038934468,1.36E-40,1.45E-37
100000269,glycerophosphorylcholine (GPC),Lipid,Phospholipid Metabolism,-0.410946109,0.03806719,3.62E-27,3.89E-24
100000276,maltotriose,Carbohydrate,Glycogen Metabolism,0.214603508,0.040618083,1.27E-07,0.00013603
100000282,N-acetylglutamate,Amino Acid,Glutamate Metabolism,0.137511729,0.039594042,0.000514597,0.552162355
100000406,ribitol,Carbohydrate,Pentose Metabolism,0.348914658,0.04159364,4.92E-17,5.28E-14
100000437,theophylline,Xenobiotics,Xanthine Metabolism,0.190065876,0.042512635,7.79E-06,0.008361268
100000442,quinate,Xenobiotics,Food Component/Plant,0.055823973,0.037496582,0.136546637,1
100000445,theobromine,Xenobiotics,Xanthine Metabolism,0.175105455,0.040435685,1.49E-05,0.015965439
100000453,paraxanthine,Xenobiotics,Xanthine Metabolism,0.21804809,0.039758726,4.15E-08,4.45E-05
100000463,indolelactate,Amino Acid,Tryptophan Metabolism,0.105988439,0.041514049,0.010677681,1
100000467,3-indoxyl sulfate,Amino Acid,Tryptophan Metabolism,-0.034301216,0.034524099,0.320444865,1
100000491,gamma-glutamylphenylalanine,Peptide,Gamma-glutamyl Amino Acid,0.617915971,0.043539367,1.03E-45,1.10E-42
100000551,4-methyl-2-oxopentanoate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.150305346,0.041659637,0.000308641,0.331172193
100000580,"1,5-anhydroglucitol (1,5-AG)",Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",-0.149485291,0.029354654,3.54E-07,0.000379393
100000611,1-palmityl-GPC (O-16:0),Lipid,Lysoplasmalogen,-0.446731342,0.038648395,6.66E-31,7.14E-28
100000616,1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),Lipid,Phosphatidylinositol (PI),0.069884769,0.037039439,0.059191749,1
100000626,sphingosine 1-phosphate,Lipid,Sphingosines,0.074603649,0.035805553,0.037198602,1
100000639,1-stearoyl-2-oleoyl-GPS (18:0/18:1),Lipid,Phosphatidylserine (PS),0.393706991,0.043455581,1.30E-19,1.40E-16
100000656,1-stearoyl-GPI (18:0),Lipid,Lysophospholipid,-0.048809017,0.035450619,0.168568817,1
100000657,"1,2-dipalmitoyl-GPC (16:0/16:0)",Lipid,Phosphatidylcholine (PC),-0.149517615,0.036811021,4.87E-05,0.052259045
100000665,docosahexaenoate (DHA; 22:6n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),-0.111291669,0.03749613,0.002996623,1
100000672,1-myristoyl-2-palmitoyl-GPC (14:0/16:0),Lipid,Phosphatidylcholine (PC),0.184830776,0.037555621,8.59E-07,0.00092143
100000706,alpha-hydroxyisocaproate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.164352194,0.042058649,9.32E-05,0.099984773
100000707,maleate,Lipid,"Fatty Acid, Dicarboxylate",0.234111374,0.04469176,1.62E-07,0.00017384
100000708,isovalerate (i5:0),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.167993524,0.037351535,6.87E-06,0.007373004
100000711,4-acetylphenol sulfate,Xenobiotics,Benzoate Metabolism,-0.261131479,0.039289856,3.01E-11,3.23E-08
100000743,2-hydroxyoctanoate,Lipid,"Fatty Acid, Monohydroxy",-0.104000753,0.035233654,0.00315984,1
100000773,3-hydroxyoctanoate,Lipid,"Fatty Acid, Monohydroxy",-0.154293046,0.036009687,1.83E-05,0.019628654
100000774,phenyllactate (PLA),Amino Acid,Phenylalanine Metabolism,0.284630501,0.040065355,1.21E-12,1.30E-09
100000776,palmitoylcarnitine (C16),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",-0.034529097,0.037079922,0.351746298,1
100000781,hexanoylcarnitine (C6),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",0.131988835,0.036526271,0.000302055,0.32410453
100000787,N-acetylaspartate (NAA),Amino Acid,Alanine and Aspartate Metabolism,-0.340246766,0.03608608,4.15E-21,4.45E-18
100000792,dehydroepiandrosterone sulfate (DHEA-S),Lipid,Androgenic Steroids,-0.38244553,0.040303159,2.33E-21,2.50E-18
100000802,acetylcarnitine (C2),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Short Chain)",0.007327679,0.036671817,0.841623139,1
100000808,cysteine s-sulfate,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",0.507860317,0.040075653,8.40E-37,9.01E-34
100000827,1-palmitoylglycerol (16:0),Lipid,Monoacylglycerol,0.135589965,0.036507132,0.000203954,0.218842775
100000840,tartronate (hydroxymalonate),Xenobiotics,Food Component/Plant,-0.346934111,0.033967667,1.72E-24,1.85E-21
100000841,oxalate (ethanedioate),Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,-0.315091825,0.032799904,7.51E-22,8.05E-19
100000846,erythritol,Xenobiotics,Food Component/Plant,0.170735943,0.031837,8.19E-08,8.79E-05
100000882,3-hydroxymyristate,Lipid,"Fatty Acid, Monohydroxy",-0.04914164,0.035620186,0.167709571,1
100000900,iminodiacetate (IDA),Xenobiotics,Chemical,-0.069225937,0.031526162,0.028104467,1
100000924,1-oleoylglycerol (18:1),Lipid,Monoacylglycerol,0.22347882,0.036232168,6.92E-10,7.42E-07
100000936,3-methyl-2-oxobutyrate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.480940568,0.038814517,2.93E-35,3.15E-32
100000961,homoarginine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,0.344374528,0.038964763,9.74E-19,1.04E-15
100000963,homocitrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,0.042969643,0.035297213,0.223464819,1
100000987,2-linoleoylglycerol (18:2),Lipid,Monoacylglycerol,-0.069991726,0.036083577,0.052414772,1
