CHEM_ID,CHEMICAL_NAME,SUPER_PATHWAY,SUB_PATHWAY,Est,SE,P,adjP_Bonf
815,tyrosine,Amino Acid,Tyrosine Metabolism,-0.012481305,0.035331115,0.723888534,1
821,pseudouridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",-0.176210253,0.036693684,1.57E-06,0.001683914
823,pyruvate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",0.569896606,0.037774096,1.97E-51,2.12E-48
825,uracil,Nucleotide,"Pyrimidine Metabolism, Uracil containing",0.14245764,0.039276937,0.000286728,0.307659063
849,caffeine,Xenobiotics,Xanthine Metabolism,0.158317811,0.039611097,6.42E-05,0.068890125
878,fructose,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",0.737145913,0.038900048,4.44E-80,4.76E-77
880,adenine,Nucleotide,"Purine Metabolism, Adenine containing",0.123789836,0.036764051,0.000759511,0.814955809
888,caprate (10:0),Lipid,Medium Chain Fatty Acid,-0.22784059,0.04090588,2.55E-08,2.74E-05
891,margarate (17:0),Lipid,Long Chain Saturated Fatty Acid,0.281891123,0.037110289,3.05E-14,3.28E-11
892,nonadecanoate (19:0),Lipid,Long Chain Saturated Fatty Acid,-0.000695191,0.036795079,0.984925989,1
893,arachidate (20:0),Lipid,Long Chain Saturated Fatty Acid,0.02288835,0.035038055,0.513599899,1
913,maltose,Carbohydrate,Glycogen Metabolism,0.230850875,0.040816415,1.55E-08,1.66E-05
917,asparagine,Amino Acid,Alanine and Aspartate Metabolism,-0.238939722,0.036436741,5.47E-11,5.86E-08
922,N-stearoyl-sphinganine (d18:0/18:0)*,Lipid,Dihydroceramides,0.537069279,0.046272541,3.81E-31,4.09E-28
923,dihydroorotate,Nucleotide,"Pyrimidine Metabolism, Orotate containing",-0.055198574,0.037657816,0.142704603,1
932,caprylate (8:0),Lipid,Medium Chain Fatty Acid,-0.047573462,0.034716623,0.17058183,1
980,pentadecanoate (15:0),Lipid,Long Chain Saturated Fatty Acid,-0.008915968,0.037487663,0.81200721,1
1001,trans-4-hydroxyproline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,0.145591654,0.035924937,5.06E-05,0.054334543
1002,allantoin,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",-0.083201498,0.035669147,0.019669669,1
1004,xanthine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",0.002035418,0.034895342,0.953486398,1
1021,5-oxoproline,Amino Acid,Glutathione Metabolism,-0.269117483,0.035532095,3.62E-14,3.89E-11
1022,picolinate,Amino Acid,Tryptophan Metabolism,-0.034441472,0.036224134,0.341711994,1
1023,sarcosine,Amino Acid,"Glycine, Serine and Threonine Metabolism",-0.001515509,0.03484755,0.965311185,1
1024,pantothenate,Cofactors and Vitamins,Pantothenate and CoA Metabolism,0.125624002,0.034228376,0.000242388,0.260082378
1025,pipecolate,Amino Acid,Lysine Metabolism,0.171086927,0.038265476,7.78E-06,0.008351784
1026,phosphoethanolamine,Lipid,Phospholipid Metabolism,-0.093161093,0.035551166,0.008780628,1
1052,glycerate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",-0.289284407,0.034151123,2.44E-17,2.62E-14
1053,3-ureidopropionate,Nucleotide,"Pyrimidine Metabolism, Uracil containing",0.282723541,0.041515892,9.76E-12,1.05E-08
1082,N-acetylleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.444470449,0.042725476,2.40E-25,2.58E-22
1083,N-acetylmethionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",-0.279731568,0.031068235,2.18E-19,2.34E-16
1084,N-acetylvaline,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.466027436,0.037573998,2.52E-35,2.70E-32
1087,erucate (22:1n9),Lipid,Long Chain Monounsaturated Fatty Acid,0.000435636,0.033106745,0.98950132,1
1090,"bilirubin (Z,Z)",Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,-0.16825441,0.036600971,4.29E-06,0.004599218
1094,thyroxine,Amino Acid,Tyrosine Metabolism,0.008270156,0.033811012,0.806766556,1
1102,gamma-glutamyltyrosine,Peptide,Gamma-glutamyl Amino Acid,-0.093072876,0.034295067,0.006649919,1
1105,alpha-tocopherol,Cofactors and Vitamins,Tocopherol Metabolism,0.153871305,0.036302705,2.25E-05,0.024137671
1110,N-acetylalanine,Amino Acid,Alanine and Aspartate Metabolism,0.043338874,0.035527808,0.222518783,1
1111,vanillylmandelate (VMA),Amino Acid,Tyrosine Metabolism,-0.237531238,0.032477183,2.60E-13,2.79E-10
1113,4-acetamidobutanoate,Amino Acid,Polyamine Metabolism,0.204100742,0.041005661,6.45E-07,0.000691558
1114,3-aminoisobutyrate,Nucleotide,"Pyrimidine Metabolism, Thymine containing",-0.026587318,0.036005056,0.460251427,1
1123,chenodeoxycholate,Lipid,Primary Bile Acid Metabolism,0.042908203,0.037501243,0.252548662,1
1124,citrate,Energy,TCA Cycle,0.169728424,0.038241499,9.07E-06,0.00972773
1128,2-aminobutyrate,Amino Acid,Glutathione Metabolism,0.424654215,0.040268649,5.33E-26,5.72E-23
1134,urate,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",0.012423872,0.039415033,0.752604918,1
1135,ursodeoxycholate,Lipid,Secondary Bile Acid Metabolism,0.100185107,0.035761387,0.005086749,1
1137,oleoyl ethanolamide,Lipid,Endocannabinoid,-0.147456354,0.034573581,2.00E-05,0.021449416
1140,gamma-glutamylglutamine,Peptide,Gamma-glutamyl Amino Acid,-0.576064034,0.036567274,6.49E-56,6.97E-53
1143,butyrate/isobutyrate (4:0),Lipid,Short Chain Fatty Acid,-0.068729465,0.034153398,0.044180361,1
1162,N-acetylneuraminate,Carbohydrate,Aminosugar Metabolism,0.074417109,0.036110471,0.039320407,1
1215,N-acetylglucosaminylasparagine,Carbohydrate,Aminosugar Metabolism,0.001439141,0.044607473,0.974262844,1
1221,creatine,Amino Acid,Creatine Metabolism,0.176362889,0.039251056,7.02E-06,0.007528217
1224,"cys-gly, oxidized",Amino Acid,Glutathione Metabolism,0.057842886,0.038238299,0.130357135,1
1231,dihomo-linoleate (20:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),0.258751419,0.037559198,5.61E-12,6.02E-09
1235,gamma-glutamylhistidine,Peptide,Gamma-glutamyl Amino Acid,-0.056397653,0.037503436,0.132632974,1
1239,2-hydroxystearate,Lipid,"Fatty Acid, Monohydroxy",-0.068135226,0.03393436,0.044658854,1
1242,N1-methyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",0.234731749,0.037870047,5.71E-10,6.12E-07
1254,glycerol,Lipid,Glycerolipid Metabolism,0.291552635,0.039846581,2.54E-13,2.72E-10
1256,choline,Lipid,Phospholipid Metabolism,0.359443386,0.037485928,8.92E-22,9.57E-19
1258,anthranilate,Amino Acid,Tryptophan Metabolism,0.024492118,0.039406904,0.53425856,1
1268,gamma-glutamylleucine,Peptide,Gamma-glutamyl Amino Acid,0.88395826,0.049575704,4.10E-71,4.40E-68
1342,3-methoxytyrosine,Amino Acid,Tyrosine Metabolism,-0.618217198,0.041722688,1.13E-49,1.22E-46
1442,beta-hydroxyisovalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.200856097,0.039522878,3.73E-07,0.000400701
1518,N-palmitoyl-sphingosine (d18:1/16:0),Lipid,Ceramides,-0.001289033,0.034865888,0.970507995,1
1526,1-palmitoyl-2-oleoyl-GPE (16:0/18:1),Lipid,Phosphatidylethanolamine (PE),0.698139597,0.041892975,2.36E-62,2.53E-59
1528,1-palmitoyl-2-linoleoyl-GPI (16:0/18:2),Lipid,Phosphatidylinositol (PI),0.005088601,0.035373712,0.885616854,1
1537,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),Lipid,Phosphatidylcholine (PC),-0.110083316,0.03455101,0.001441998,1
1538,stearoyl sphingomyelin (d18:1/18:0),Lipid,Sphingomyelins,-0.089628224,0.035661617,0.011960869,1
1539,1-palmitoyl-2-oleoyl-GPC (16:0/18:1),Lipid,Phosphatidylcholine (PC),0.230880471,0.036327591,2.08E-10,2.23E-07
1547,N-stearoyl-sphingosine (d18:1/18:0)*,Lipid,Ceramides,0.464803797,0.041607637,5.65E-29,6.06E-26
1628,glycochenodeoxycholate,Lipid,Primary Bile Acid Metabolism,-0.040411476,0.035558079,0.255750667,1
1629,taurochenodeoxycholate,Lipid,Primary Bile Acid Metabolism,-0.152918775,0.034789081,1.10E-05,0.011853302
1648,taurocholate,Lipid,Primary Bile Acid Metabolism,-0.075741456,0.03551522,0.032953628,1
1869,2-hydroxyhippurate (salicylurate),Xenobiotics,Benzoate Metabolism,-0.019214106,0.036296906,0.596556215,1
2029,azelate (C9-DC),Lipid,"Fatty Acid, Dicarboxylate",0.045005511,0.035858598,0.209448699,1
2050,eicosapentaenoate (EPA; 20:5n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),0.027538442,0.036941452,0.455992578,1
2051,methylsuccinate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",-0.031923671,0.033499609,0.3406121,1
2054,ethylmalonate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",-0.039796338,0.034661438,0.250908925,1
100000007,carnitine,Lipid,Carnitine Metabolism,-0.220813288,0.034066992,9.07E-11,9.73E-08
100000010,3-phenylpropionate (hydrocinnamate),Xenobiotics,Benzoate Metabolism,-0.171117882,0.035318861,1.27E-06,0.001358931
100000011,phenylacetate,Amino Acid,Phenylalanine Metabolism,0.154817906,0.036163816,1.86E-05,0.019962226
100000014,hippurate,Xenobiotics,Benzoate Metabolism,-0.092933629,0.036415864,0.010710361,1
100000015,xanthurenate,Amino Acid,Tryptophan Metabolism,0.043901722,0.036235888,0.225683285,1
100000036,3-methyl-2-oxovalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.939305279,0.046778203,1.10E-89,1.19E-86
100000039,methionine sulfoxide,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",0.127133904,0.0352941,0.000315622,0.338661931
100000042,3-methylhistidine,Amino Acid,Histidine Metabolism,0.032180067,0.033751313,0.340363952,1
100000054,5-hydroxylysine,Amino Acid,Lysine Metabolism,0.342831915,0.035266122,2.45E-22,2.63E-19
100000096,4-guanidinobutanoate,Amino Acid,Guanidino and Acetamido Metabolism,-0.00114491,0.040229956,0.977295952,1
100000257,glucuronate,Carbohydrate,Aminosugar Metabolism,0.195233257,0.041119333,2.05E-06,0.002204704
100000258,glycerol 3-phosphate,Lipid,Glycerolipid Metabolism,-0.023629909,0.043342563,0.585623219,1
100000263,imidazole lactate,Amino Acid,Histidine Metabolism,-0.216567031,0.036966687,4.67E-09,5.01E-06
100000265,kynurenine,Amino Acid,Tryptophan Metabolism,-0.044916014,0.03701468,0.224952135,1
100000269,glycerophosphorylcholine (GPC),Lipid,Phospholipid Metabolism,-0.208211895,0.036157766,8.49E-09,9.11E-06
100000276,maltotriose,Carbohydrate,Glycogen Metabolism,0.347751113,0.043438754,1.19E-15,1.28E-12
100000282,N-acetylglutamate,Amino Acid,Glutamate Metabolism,0.127179731,0.039511003,0.001287088,1
100000406,ribitol,Carbohydrate,Pentose Metabolism,0.47413471,0.042125516,2.18E-29,2.34E-26
100000437,theophylline,Xenobiotics,Xanthine Metabolism,0.134687639,0.040174665,0.000800703,0.859154479
100000442,quinate,Xenobiotics,Food Component/Plant,0.06080554,0.038854879,0.117597059,1
100000445,theobromine,Xenobiotics,Xanthine Metabolism,-0.020766906,0.03579895,0.561848412,1
100000453,paraxanthine,Xenobiotics,Xanthine Metabolism,0.058140347,0.037462789,0.120674372,1
100000463,indolelactate,Amino Acid,Tryptophan Metabolism,0.002978776,0.040843276,0.941860336,1
100000467,3-indoxyl sulfate,Amino Acid,Tryptophan Metabolism,0.209552926,0.036776632,1.21E-08,1.30E-05
100000491,gamma-glutamylphenylalanine,Peptide,Gamma-glutamyl Amino Acid,-0.006592132,0.040332523,0.870168402,1
100000551,4-methyl-2-oxopentanoate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.852839871,0.045816435,2.46E-77,2.64E-74
100000580,"1,5-anhydroglucitol (1,5-AG)",Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",-1.73799584,0.057975139,1.88E-197,2.02E-194
100000611,1-palmityl-GPC (O-16:0),Lipid,Lysoplasmalogen,-0.803431365,0.041341431,3.98E-84,4.27E-81
100000616,1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),Lipid,Phosphatidylinositol (PI),0.019848693,0.03543093,0.57533753,1
100000626,sphingosine 1-phosphate,Lipid,Sphingosines,-0.047591088,0.035331934,0.177989595,1
100000639,1-stearoyl-2-oleoyl-GPS (18:0/18:1),Lipid,Phosphatidylserine (PS),0.267498519,0.039496356,1.26E-11,1.36E-08
100000656,1-stearoyl-GPI (18:0),Lipid,Lysophospholipid,-0.330906688,0.035342979,7.77E-21,8.34E-18
100000657,"1,2-dipalmitoyl-GPC (16:0/16:0)",Lipid,Phosphatidylcholine (PC),-0.288813203,0.035081529,1.83E-16,1.97E-13
100000665,docosahexaenoate (DHA; 22:6n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),0.032324853,0.037572316,0.389603302,1
100000672,1-myristoyl-2-palmitoyl-GPC (14:0/16:0),Lipid,Phosphatidylcholine (PC),0.105181685,0.036877777,0.004342189,1
100000706,alpha-hydroxyisocaproate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.317094917,0.044071275,6.24E-13,6.70E-10
100000707,maleate,Lipid,"Fatty Acid, Dicarboxylate",0.217265922,0.0440697,8.22E-07,0.000882088
100000708,isovalerate (i5:0),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.186728132,0.037558294,6.64E-07,0.000712175
100000711,4-acetylphenol sulfate,Xenobiotics,Benzoate Metabolism,-0.149765524,0.037986908,8.06E-05,0.086502809
100000743,2-hydroxyoctanoate,Lipid,"Fatty Acid, Monohydroxy",-0.188435189,0.035214113,8.74E-08,9.38E-05
100000773,3-hydroxyoctanoate,Lipid,"Fatty Acid, Monohydroxy",0.313258989,0.03520992,5.74E-19,6.16E-16
100000774,phenyllactate (PLA),Amino Acid,Phenylalanine Metabolism,0.023636714,0.040051493,0.555084639,1
100000776,palmitoylcarnitine (C16),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",-0.027714739,0.036287264,0.445010636,1
100000781,hexanoylcarnitine (C6),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",0.026117526,0.037327356,0.484121787,1
100000787,N-acetylaspartate (NAA),Amino Acid,Alanine and Aspartate Metabolism,-0.43572819,0.036590787,1.07E-32,1.15E-29
100000792,dehydroepiandrosterone sulfate (DHEA-S),Lipid,Androgenic Steroids,-0.013131518,0.040294747,0.744510155,1
100000802,acetylcarnitine (C2),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Short Chain)",0.060664024,0.036966423,0.100785493,1
100000808,cysteine s-sulfate,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",0.439474017,0.039048752,2.20E-29,2.36E-26
100000827,1-palmitoylglycerol (16:0),Lipid,Monoacylglycerol,0.120424969,0.036404496,0.00093975,1
100000840,tartronate (hydroxymalonate),Xenobiotics,Food Component/Plant,-0.379491635,0.034208817,1.35E-28,1.45E-25
100000841,oxalate (ethanedioate),Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,-0.309817493,0.033403559,1.78E-20,1.91E-17
100000846,erythritol,Xenobiotics,Food Component/Plant,0.324901312,0.030865455,6.53E-26,7.01E-23
100000882,3-hydroxymyristate,Lipid,"Fatty Acid, Monohydroxy",0.372433194,0.038515856,4.06E-22,4.36E-19
100000900,iminodiacetate (IDA),Xenobiotics,Chemical,-0.02534256,0.034392135,0.461200933,1
100000924,1-oleoylglycerol (18:1),Lipid,Monoacylglycerol,0.28576175,0.036321818,3.62E-15,3.88E-12
100000936,3-methyl-2-oxobutyrate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.745646082,0.040476703,8.81E-76,9.46E-73
100000961,homoarginine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,0.021706188,0.037256155,0.560149017,1
100000963,homocitrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,0.191710326,0.035685855,7.78E-08,8.35E-05
100000987,2-linoleoylglycerol (18:2),Lipid,Monoacylglycerol,-0.079331122,0.035805364,0.026717458,1
100000997,3-hydroxydecanoate,Lipid,"Fatty Acid, Monohydroxy",0.253767739,0.036937007,6.41E-12,6.88E-09
