CHEM_ID,CHEMICAL_NAME,SUPER_PATHWAY,SUB_PATHWAY,Est,SE,P,adjP_Bonf
355,histidine,Amino Acid,Histidine Metabolism,-0.175620071,0.02600457,1.44E-11,1.55E-08
356,cortisol,Lipid,Corticosteroids,0.04470062,0.026747577,0.094681667,1
358,hypotaurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",-0.046164603,0.027055325,0.087951536,1
361,inosine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",0.029894901,0.026149247,0.252938394,1
363,myo-inositol,Lipid,Inositol Metabolism,0.038798041,0.026557064,0.144034346,1
376,isoleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.338002643,0.031357173,4.32E-27,4.64E-24
381,2-aminoadipate,Amino Acid,Lysine Metabolism,0.155343376,0.026978178,8.51E-09,9.13E-06
391,citrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,-0.01449306,0.027344536,0.596100365,1
397,leucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.250907941,0.030796303,3.72E-16,3.99E-13
407,lysine,Amino Acid,Lysine Metabolism,0.00580391,0.026906509,0.829216505,1
409,malate,Energy,TCA Cycle,0.15193431,0.026322746,7.83E-09,8.41E-06
415,methionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",0.07795548,0.030089547,0.00957579,1
424,palmitate (16:0),Lipid,Long Chain Saturated Fatty Acid,0.173681088,0.02774481,3.85E-10,4.13E-07
432,nicotinamide,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,0.050511966,0.028262033,0.073893387,1
439,stearate (18:0),Lipid,Long Chain Saturated Fatty Acid,0.12220174,0.028554866,1.87E-05,0.020094984
444,ornithine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,0.090969901,0.0282621,0.001287306,1
445,orotate,Nucleotide,"Pyrimidine Metabolism, Orotate containing",0.113245889,0.026036579,1.36E-05,0.014641448
452,palmitoleate (16:1n7),Lipid,Long Chain Monounsaturated Fatty Acid,0.089082363,0.02901749,0.002140917,1
460,phenylalanine,Amino Acid,Phenylalanine Metabolism,0.141872133,0.027600735,2.75E-07,0.000294547
461,phosphate,Energy,Oxidative Phosphorylation,-0.054694147,0.024426135,0.025145181,1
466,phytanate,Xenobiotics,Food Component/Plant,-0.191769611,0.026278404,2.93E-13,3.14E-10
480,proline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,0.206777886,0.028227531,2.38E-13,2.56E-10
482,lactate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",0.133114564,0.026366958,4.45E-07,0.000477706
491,pyridoxal,Cofactors and Vitamins,Vitamin B6 Metabolism,-0.012900708,0.029388324,0.660680413,1
498,retinol (vitamin A),Cofactors and Vitamins,Vitamin A Metabolism,0.157625622,0.029068536,5.88E-08,6.30E-05
501,salicylate,Xenobiotics,Drug - Topical Agents,0.050891665,0.025932775,0.049710607,1
503,serine,Amino Acid,"Glycine, Serine and Threonine Metabolism",-0.152294596,0.026844403,1.40E-08,1.50E-05
504,serotonin,Amino Acid,Tryptophan Metabolism,0.006426827,0.026317647,0.807074235,1
512,taurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",0.026009006,0.026639853,0.328906194,1
519,myristate (14:0),Lipid,Long Chain Saturated Fatty Acid,0.087322899,0.027962298,0.001790908,1
533,urea,Amino Acid,Urea cycle; Arginine and Proline Metabolism,0.071665716,0.027589494,0.009388524,1
535,uridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",-0.10149064,0.027181755,0.000188629,0.202398638
536,2'-deoxyuridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",-0.170184294,0.027618093,7.18E-10,7.70E-07
537,trans-urocanate,Amino Acid,Histidine Metabolism,0.022148198,0.026886042,0.410064269,1
561,glutamate,Amino Acid,Glutamate Metabolism,0.459207825,0.030183727,2.87E-52,3.08E-49
563,glutamine,Amino Acid,Glutamate Metabolism,-0.139606377,0.027105363,2.60E-07,0.000278746
564,threonine,Amino Acid,"Glycine, Serine and Threonine Metabolism",0.035187817,0.027390129,0.19890073,1
565,tryptophan,Amino Acid,Tryptophan Metabolism,-0.004761856,0.028421177,0.86694041,1
566,valine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.269684989,0.038026239,1.32E-12,1.42E-09
572,glucose,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",0.277050533,0.025960767,1.38E-26,1.48E-23
796,alpha-ketobutyrate,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",0.226188719,0.027333417,1.28E-16,1.38E-13
799,betaine,Amino Acid,"Glycine, Serine and Threonine Metabolism",-0.11359641,0.027080528,2.73E-05,0.029309682
800,cysteine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",0.161188491,0.027406145,4.07E-09,4.36E-06
803,mannose,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",0.322160625,0.027488766,1.01E-31,1.08E-28
806,dimethylglycine,Amino Acid,"Glycine, Serine and Threonine Metabolism",0.21229935,0.027124287,5.00E-15,5.37E-12
811,alanine,Amino Acid,Alanine and Aspartate Metabolism,0.245295507,0.027907247,1.50E-18,1.61E-15
815,tyrosine,Amino Acid,Tyrosine Metabolism,0.189889581,0.027281064,3.39E-12,3.64E-09
821,pseudouridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",0.15689659,0.028155125,2.51E-08,2.69E-05
823,pyruvate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",0.260583259,0.0268576,2.94E-22,3.16E-19
825,uracil,Nucleotide,"Pyrimidine Metabolism, Uracil containing",0.004252557,0.027126283,0.875427002,1
849,caffeine,Xenobiotics,Xanthine Metabolism,0.195999527,0.028082979,2.97E-12,3.18E-09
878,fructose,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",0.076238594,0.025917915,0.003265842,1
880,adenine,Nucleotide,"Purine Metabolism, Adenine containing",0.081350151,0.026760124,0.002365965,1
888,caprate (10:0),Lipid,Medium Chain Fatty Acid,-0.061910444,0.027871068,0.026329577,1
891,margarate (17:0),Lipid,Long Chain Saturated Fatty Acid,0.078280216,0.027076832,0.003839687,1
892,nonadecanoate (19:0),Lipid,Long Chain Saturated Fatty Acid,-0.094458782,0.026946221,0.000455826,0.489101723
893,arachidate (20:0),Lipid,Long Chain Saturated Fatty Acid,-0.0568873,0.025080571,0.023318114,1
913,maltose,Carbohydrate,Glycogen Metabolism,0.183181946,0.028651107,1.62E-10,1.74E-07
917,asparagine,Amino Acid,Alanine and Aspartate Metabolism,-0.193437192,0.027401351,1.67E-12,1.79E-09
922,N-stearoyl-sphinganine (d18:0/18:0)*,Lipid,Dihydroceramides,0.302649557,0.030474297,3.04E-23,3.26E-20
923,dihydroorotate,Nucleotide,"Pyrimidine Metabolism, Orotate containing",0.016159732,0.029155438,0.579400017,1
932,caprylate (8:0),Lipid,Medium Chain Fatty Acid,0.002366797,0.026237029,0.928121707,1
980,pentadecanoate (15:0),Lipid,Long Chain Saturated Fatty Acid,-0.011597064,0.027711523,0.675587092,1
1001,trans-4-hydroxyproline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,0.069767873,0.026963711,0.009668279,1
1002,allantoin,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",-0.014711866,0.026975622,0.585494723,1
1004,xanthine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",0.19255405,0.028016134,6.29E-12,6.75E-09
1021,5-oxoproline,Amino Acid,Glutathione Metabolism,-0.064577823,0.026499821,0.014813143,1
1022,picolinate,Amino Acid,Tryptophan Metabolism,0.021266986,0.027614003,0.4412096,1
1023,sarcosine,Amino Acid,"Glycine, Serine and Threonine Metabolism",0.068396494,0.0263098,0.00933166,1
1024,pantothenate,Cofactors and Vitamins,Pantothenate and CoA Metabolism,0.117469594,0.026221908,7.47E-06,0.00801572
1025,pipecolate,Amino Acid,Lysine Metabolism,-0.025572384,0.025825562,0.322078027,1
1026,phosphoethanolamine,Lipid,Phospholipid Metabolism,0.014648067,0.026297514,0.577518291,1
1052,glycerate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",-0.245605135,0.027088228,1.22E-19,1.31E-16
1053,3-ureidopropionate,Nucleotide,"Pyrimidine Metabolism, Uracil containing",0.099070667,0.031315575,0.001558186,1
1082,N-acetylleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.246607366,0.030025352,2.15E-16,2.31E-13
1083,N-acetylmethionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",-0.02492557,0.026195866,0.341346692,1
1084,N-acetylvaline,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.275191793,0.027934602,6.77E-23,7.26E-20
1087,erucate (22:1n9),Lipid,Long Chain Monounsaturated Fatty Acid,-0.071228832,0.024965864,0.004330195,1
1090,"bilirubin (Z,Z)",Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,-0.106423392,0.027623462,0.000116849,0.125378688
1094,thyroxine,Amino Acid,Tyrosine Metabolism,0.063094997,0.025849513,0.014652405,1
1102,gamma-glutamyltyrosine,Peptide,Gamma-glutamyl Amino Acid,0.151764505,0.030395724,5.95E-07,0.000638029
1105,alpha-tocopherol,Cofactors and Vitamins,Tocopherol Metabolism,0.059405886,0.026370427,0.024275143,1
1110,N-acetylalanine,Amino Acid,Alanine and Aspartate Metabolism,0.250143741,0.027555405,1.11E-19,1.19E-16
1111,vanillylmandelate (VMA),Amino Acid,Tyrosine Metabolism,0.042286248,0.027459163,0.123568012,1
1113,4-acetamidobutanoate,Amino Acid,Polyamine Metabolism,0.173961065,0.029162037,2.44E-09,2.62E-06
1114,3-aminoisobutyrate,Nucleotide,"Pyrimidine Metabolism, Thymine containing",0.068391954,0.02662683,0.01021293,1
1123,chenodeoxycholate,Lipid,Primary Bile Acid Metabolism,0.058026455,0.02725974,0.033283197,1
1124,citrate,Energy,TCA Cycle,-0.057638323,0.027171282,0.033896924,1
1128,2-aminobutyrate,Amino Acid,Glutathione Metabolism,0.032627889,0.026703562,0.221762347,1
1134,urate,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",0.323182459,0.031602936,1.51E-24,1.62E-21
1135,ursodeoxycholate,Lipid,Secondary Bile Acid Metabolism,0.122410936,0.02654538,4.00E-06,0.00429197
1137,oleoyl ethanolamide,Lipid,Endocannabinoid,0.004988127,0.026338547,0.849791028,1
1140,gamma-glutamylglutamine,Peptide,Gamma-glutamyl Amino Acid,-0.154133556,0.026839034,9.31E-09,9.99E-06
1143,butyrate/isobutyrate (4:0),Lipid,Short Chain Fatty Acid,-0.007674528,0.026208106,0.769651848,1
1162,N-acetylneuraminate,Carbohydrate,Aminosugar Metabolism,0.143367737,0.026834921,9.16E-08,9.83E-05
1215,N-acetylglucosaminylasparagine,Carbohydrate,Aminosugar Metabolism,0.10322898,0.032958327,0.001735571,1
1221,creatine,Amino Acid,Creatine Metabolism,0.099774983,0.029537585,0.000730419,0.783739117
1224,"cys-gly, oxidized",Amino Acid,Glutathione Metabolism,0.018965928,0.028226284,0.501631851,1
1231,dihomo-linoleate (20:2n6),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),0.146034831,0.027655677,1.29E-07,0.000138263
1235,gamma-glutamylhistidine,Peptide,Gamma-glutamyl Amino Acid,0.075593653,0.027595809,0.006156707,1
1239,2-hydroxystearate,Lipid,"Fatty Acid, Monohydroxy",-0.072467301,0.025506004,0.004494609,1
1242,N1-methyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",0.218717842,0.028213264,9.02E-15,9.68E-12
1254,glycerol,Lipid,Glycerolipid Metabolism,0.23578976,0.029518283,1.37E-15,1.47E-12
1256,choline,Lipid,Phospholipid Metabolism,0.250290665,0.027946487,3.36E-19,3.61E-16
1258,anthranilate,Amino Acid,Tryptophan Metabolism,-0.000733694,0.029640773,0.980252077,1
1268,gamma-glutamylleucine,Peptide,Gamma-glutamyl Amino Acid,0.430133107,0.034556133,1.45E-35,1.55E-32
1342,3-methoxytyrosine,Amino Acid,Tyrosine Metabolism,-0.041147641,0.028893416,0.154412247,1
1442,beta-hydroxyisovalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.055345268,0.026314847,0.035448681,1
1518,N-palmitoyl-sphingosine (d18:1/16:0),Lipid,Ceramides,0.007272862,0.026181484,0.781176273,1
1526,1-palmitoyl-2-oleoyl-GPE (16:0/18:1),Lipid,Phosphatidylethanolamine (PE),0.327741752,0.02881197,5.56E-30,5.96E-27
1528,1-palmitoyl-2-linoleoyl-GPI (16:0/18:2),Lipid,Phosphatidylinositol (PI),0.172190802,0.026895897,1.53E-10,1.64E-07
1537,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),Lipid,Phosphatidylcholine (PC),-0.071192235,0.026222434,0.006628854,1
1538,stearoyl sphingomyelin (d18:1/18:0),Lipid,Sphingomyelins,-0.024157935,0.026739091,0.366277129,1
1539,1-palmitoyl-2-oleoyl-GPC (16:0/18:1),Lipid,Phosphatidylcholine (PC),0.094191984,0.026584067,0.000395341,0.424201103
1547,N-stearoyl-sphingosine (d18:1/18:0)*,Lipid,Ceramides,0.241917907,0.029048955,8.23E-17,8.83E-14
1628,glycochenodeoxycholate,Lipid,Primary Bile Acid Metabolism,0.085802065,0.02645076,0.001179295,1
1629,taurochenodeoxycholate,Lipid,Primary Bile Acid Metabolism,0.080719594,0.026105117,0.001987469,1
1648,taurocholate,Lipid,Primary Bile Acid Metabolism,0.075494783,0.026149313,0.003888531,1
1869,2-hydroxyhippurate (salicylurate),Xenobiotics,Benzoate Metabolism,0.140489971,0.026959243,1.88E-07,0.000201321
2029,azelate (C9-DC),Lipid,"Fatty Acid, Dicarboxylate",0.035616569,0.026428769,0.177772952,1
2050,eicosapentaenoate (EPA; 20:5n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),-0.022264532,0.027185247,0.412790309,1
2051,methylsuccinate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",-0.03809526,0.025227474,0.131025479,1
2054,ethylmalonate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.107753223,0.026345313,4.31E-05,0.046279586
100000007,carnitine,Lipid,Carnitine Metabolism,0.075981882,0.027659847,0.006014126,1
100000010,3-phenylpropionate (hydrocinnamate),Xenobiotics,Benzoate Metabolism,-0.134973014,0.026075382,2.26E-07,0.000242901
100000011,phenylacetate,Amino Acid,Phenylalanine Metabolism,-0.084877504,0.026278865,0.001238435,1
100000014,hippurate,Xenobiotics,Benzoate Metabolism,-0.105051298,0.026570991,7.70E-05,0.082600956
100000015,xanthurenate,Amino Acid,Tryptophan Metabolism,0.24301187,0.029247091,9.66E-17,1.04E-13
100000036,3-methyl-2-oxovalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.292778782,0.031634456,2.14E-20,2.30E-17
100000039,methionine sulfoxide,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",0.048534697,0.027038415,0.072649327,1
100000042,3-methylhistidine,Amino Acid,Histidine Metabolism,0.063055114,0.026131447,0.01582193,1
100000054,5-hydroxylysine,Amino Acid,Lysine Metabolism,0.305884261,0.028022094,9.68E-28,1.04E-24
100000096,4-guanidinobutanoate,Amino Acid,Guanidino and Acetamido Metabolism,0.046622831,0.030213097,0.122798474,1
100000257,glucuronate,Carbohydrate,Aminosugar Metabolism,0.082203148,0.027312673,0.002614996,1
100000258,glycerol 3-phosphate,Lipid,Glycerolipid Metabolism,-0.079504235,0.033442215,0.017436989,1
100000263,imidazole lactate,Amino Acid,Histidine Metabolism,0.018184073,0.027408022,0.507037227,1
100000265,kynurenine,Amino Acid,Tryptophan Metabolism,0.223214365,0.028357787,3.51E-15,3.76E-12
100000269,glycerophosphorylcholine (GPC),Lipid,Phospholipid Metabolism,-0.180247871,0.026663548,1.38E-11,1.48E-08
100000276,maltotriose,Carbohydrate,Glycogen Metabolism,0.16385861,0.028268346,6.77E-09,7.26E-06
100000282,N-acetylglutamate,Amino Acid,Glutamate Metabolism,0.056893795,0.026730006,0.033298822,1
100000406,ribitol,Carbohydrate,Pentose Metabolism,0.197387622,0.028138068,2.30E-12,2.47E-09
100000437,theophylline,Xenobiotics,Xanthine Metabolism,0.136221658,0.027848772,1.00E-06,0.001073875
100000442,quinate,Xenobiotics,Food Component/Plant,0.022268095,0.027479622,0.417739408,1
100000445,theobromine,Xenobiotics,Xanthine Metabolism,0.075965506,0.027483875,0.005709707,1
100000453,paraxanthine,Xenobiotics,Xanthine Metabolism,0.133513925,0.027370135,1.07E-06,0.001149389
100000463,indolelactate,Amino Acid,Tryptophan Metabolism,0.161109292,0.030764625,1.63E-07,0.000175278
100000467,3-indoxyl sulfate,Amino Acid,Tryptophan Metabolism,0.052537612,0.026458307,0.047069365,1
100000491,gamma-glutamylphenylalanine,Peptide,Gamma-glutamyl Amino Acid,0.327613988,0.031243068,1.00E-25,1.08E-22
100000551,4-methyl-2-oxopentanoate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.174367799,0.030971122,1.80E-08,1.93E-05
100000580,"1,5-anhydroglucitol (1,5-AG)",Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",-0.170898849,0.02477194,5.24E-12,5.62E-09
100000611,1-palmityl-GPC (O-16:0),Lipid,Lysoplasmalogen,-0.228552068,0.028124239,4.42E-16,4.74E-13
100000616,1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),Lipid,Phosphatidylinositol (PI),-0.001012074,0.026551685,0.969594281,1
100000626,sphingosine 1-phosphate,Lipid,Sphingosines,0.11137516,0.026502387,2.64E-05,0.02833069
100000639,1-stearoyl-2-oleoyl-GPS (18:0/18:1),Lipid,Phosphatidylserine (PS),0.227522085,0.027812132,2.82E-16,3.03E-13
100000656,1-stearoyl-GPI (18:0),Lipid,Lysophospholipid,-0.124199701,0.02619961,2.13E-06,0.00228735
100000657,"1,2-dipalmitoyl-GPC (16:0/16:0)",Lipid,Phosphatidylcholine (PC),-0.158469697,0.026118313,1.30E-09,1.40E-06
100000665,docosahexaenoate (DHA; 22:6n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),-0.000394407,0.028201477,0.988841697,1
100000672,1-myristoyl-2-palmitoyl-GPC (14:0/16:0),Lipid,Phosphatidylcholine (PC),0.051406823,0.027189736,0.058668387,1
100000706,alpha-hydroxyisocaproate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.046354129,0.029762114,0.119354719,1
100000707,maleate,Lipid,"Fatty Acid, Dicarboxylate",0.150861354,0.031197674,1.33E-06,0.001423918
100000708,isovalerate (i5:0),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.050412167,0.0270981,0.062834894,1
100000711,4-acetylphenol sulfate,Xenobiotics,Benzoate Metabolism,-0.114652454,0.027090271,2.31E-05,0.024826871
100000743,2-hydroxyoctanoate,Lipid,"Fatty Acid, Monohydroxy",-0.04789065,0.026369524,0.069349466,1
100000773,3-hydroxyoctanoate,Lipid,"Fatty Acid, Monohydroxy",0.035866492,0.026391627,0.174143337,1
100000774,phenyllactate (PLA),Amino Acid,Phenylalanine Metabolism,0.189211904,0.030610555,6.36E-10,6.82E-07
100000776,palmitoylcarnitine (C16),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",0.136311378,0.027436687,6.76E-07,0.000725045
100000781,hexanoylcarnitine (C6),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",0.177296176,0.027163945,6.71E-11,7.20E-08
100000787,N-acetylaspartate (NAA),Amino Acid,Alanine and Aspartate Metabolism,-0.167647717,0.026448787,2.32E-10,2.49E-07
100000792,dehydroepiandrosterone sulfate (DHEA-S),Lipid,Androgenic Steroids,-0.041458241,0.03177815,0.192024098,1
100000802,acetylcarnitine (C2),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Short Chain)",0.043136739,0.02745389,0.11612616,1
100000808,cysteine s-sulfate,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",0.238809907,0.027799306,8.66E-18,9.29E-15
100000827,1-palmitoylglycerol (16:0),Lipid,Monoacylglycerol,0.095114663,0.026995854,0.000426198,0.457310982
100000840,tartronate (hydroxymalonate),Xenobiotics,Food Component/Plant,-0.264595395,0.028447437,1.39E-20,1.49E-17
100000841,oxalate (ethanedioate),Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,-0.26257105,0.027370632,8.54E-22,9.17E-19
100000846,erythritol,Xenobiotics,Food Component/Plant,0.189842334,0.026024971,2.99E-13,3.21E-10
100000882,3-hydroxymyristate,Lipid,"Fatty Acid, Monohydroxy",0.110721069,0.026905369,3.87E-05,0.041507714
100000900,iminodiacetate (IDA),Xenobiotics,Chemical,-0.04079787,0.024771534,0.099565062,1
100000924,1-oleoylglycerol (18:1),Lipid,Monoacylglycerol,0.174382795,0.026633961,5.86E-11,6.28E-08
100000936,3-methyl-2-oxobutyrate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.262633592,0.027908448,4.94E-21,5.30E-18
100000961,homoarginine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,0.138935439,0.02822094,8.52E-07,0.000913869
100000963,homocitrulline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,0.078581989,0.027063272,0.003688525,1
100000987,2-linoleoylglycerol (18:2),Lipid,Monoacylglycerol,-0.01865199,0.027301153,0.494484121,1
100000997,3-hydroxydecanoate,Lipid,"Fatty Acid, Monohydroxy",0.041014541,0.026985676,0.128545308,1
100001002,EDTA,Xenobiotics,Chemical,0.03241251,0.02883391,0.260966016,1
100001006,N-acetylglycine,Amino Acid,"Glycine, Serine and Threonine Metabolism",-0.253497329,0.028220788,2.64E-19,2.84E-16
